"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"66","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ","Gd","BuiltIn",2004,"RFn",3,852,"TA","Y",192,151,0,0,0,10,2007,"WD","Normal",317000
"67","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,5,1970,1989,"Gable","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ",0,1035,1947,"GasA","TA","Y","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Min1","Gd","Attchd",1970,"RFn",2,576,"TA","Y",301,0,0,0,0,7,2010,"WD","Normal",180000
"68","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",2003,"RFn",2,558,"TA","Y",144,29,0,0,0,6,2007,"WD","Normal",226000
"69","Corner","Gtl","OldTown","Norm","1Fam","1Story",4,6,1945,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ","Fa","Attchd",1945,"Unf",1,220,"TA","Y",0,0,0,0,0,6,2010,"WD","Normal",80000
"70","Corner","Gtl","ClearCr","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",0,701,1304,"GasW","TA","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ","TA","Attchd",1953,"Fin",2,667,"TA","Y",0,21,114,0,0,7,2006,"WD","Normal",225000
"71","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,6,1973,1973,"Gable","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ","Gd","Attchd",1973,"Fin",2,516,"TA","Y",300,0,0,0,0,2,2007,"WD","Normal",244000
"72","Corner","Gtl","Mitchel","Norm","1Fam","1Story",4,6,1982,2006,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",0,280,845,"GasA","TA","Y","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ","Fa","Detchd",1987,"Unf",2,360,"TA","Y",0,0,0,0,0,6,2007,"WD","Normal",129500
"73","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ","TA","Attchd",1998,"Fin",2,427,"TA","Y",0,94,0,0,0,12,2009,"WD","Normal",185000
"74","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1954,2003,"Gable","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ","Po","Attchd",1989,"Unf",2,490,"TA","Y",0,0,0,0,0,5,2010,"WD","Normal",144900
"75","Corner","Gtl","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ","Po","Detchd",1915,"Unf",1,379,"TA","Y",0,0,202,0,0,5,2010,"WD","Normal",107400
"76","Inside","Gtl","MeadowV","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ","TA","BuiltIn",1973,"Unf",1,297,"TA","Y",120,101,0,0,0,11,2009,"WD","Normal",91000
"77","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,7,1956,1956,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",0,724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ","Po","Detchd",1956,"Unf",1,283,"TA","Y",0,0,0,0,0,4,2008,"WD","Normal",135750
"78","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1","Gd","Detchd",1948,"Unf",1,240,"TA","Y",0,0,0,0,0,1,2008,"WD","Normal",127000
"79","Inside","Gtl","Sawyer","Norm","Duplex","1Story",4,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ","Fa","Detchd",2009,"Unf",0,0,"Po","Y",0,0,0,0,0,4,2010,"WD","Normal",136500
"80","Corner","Gtl","OldTown","Norm","1Fam","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ","Po","Detchd",1966,"Unf",2,440,"TA","Y",74,0,128,0,0,5,2009,"WD","Normal",110000
"81","Corner","Gtl","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ","Gd","Attchd",1968,"Fin",1,509,"TA","Y",0,72,0,0,0,6,2009,"WD","Normal",193500
"82","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ","TA","Attchd",1998,"Fin",2,405,"TA","Y",0,199,0,0,0,3,2006,"WD","Normal",153500
"83","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ","Gd","Attchd",2007,"RFn",3,758,"TA","Y",144,99,0,0,0,10,2008,"WD","Normal",245000
"84","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ","Po","Detchd",1974,"Unf",2,461,"TA","Y",74,0,0,0,0,7,2007,"COD","Normal",126500
"85","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,384,384,"GasA","Gd","Y","SBrkr",804,670,0,1474,0,0,2,1,3,1,"TA",7,"Typ","TA","BuiltIn",1995,"Fin",2,400,"TA","Y",120,72,0,0,700,5,2009,"WD","Normal",168500
"86","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf",0,1288,1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"Typ","TA","Attchd",1991,"Unf",2,462,"TA","Y",127,82,0,0,0,4,2006,"WD","Normal",260000
"87","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ","Gd","BuiltIn",2005,"Fin",2,400,"TA","Y",100,38,0,0,0,3,2009,"WD","Normal",174000
"88","Corner","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ","Po","Detchd",2009,"RFn",2,528,"TA","Y",0,234,0,0,0,6,2009,"New","Partial",164500
"89","Corner","Gtl","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ","Fa","Basment",2009,"Fin",0,0,"Po","N",0,0,156,0,0,10,2009,"ConLD","Abnorml",85000
"90","Inside","Gtl","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",0,402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ","Ex","Detchd",2009,"Fin",0,0,"Fa","Y",0,0,0,0,0,8,2007,"WD","Normal",123600
"91","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1950,1950,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","Fa","Fa","Mn","BLQ",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ","Gd","Detchd",1950,"Unf",2,420,"TA","Y",0,29,0,0,0,7,2006,"WD","Normal",109900
"92","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",0,635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ","TA","Attchd",1961,"Unf",2,480,"TA","Y",0,0,0,0,0,12,2006,"WD","Abnorml",98600
"93","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",0,163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ","TA","Detchd",1921,"Unf",2,432,"TA","Y",0,0,44,0,0,8,2009,"WD","Normal",163500
"94","Corner","Gtl","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",0,168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ","Gd","Detchd",1900,"Unf",2,506,"TA","Y",0,0,0,0,0,11,2007,"WD","Normal",133900
"95","Inside","Gtl","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",0,176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",1997,"RFn",2,684,"TA","Y",0,162,0,0,0,5,2007,"WD","Normal",204750
"96","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",0,370,680,"GasA","Gd","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,"TA",6,"Typ","TA","BuiltIn",1993,"Fin",2,420,"TA","Y",232,63,0,0,480,4,2009,"WD","Normal",185000
"97","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",0,426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",1999,"RFn",2,472,"TA","Y",158,29,0,0,0,8,2006,"WD","Normal",214000
"98","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",0,440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ","Gd","Attchd",1965,"Fin",1,432,"TA","P",120,0,0,0,0,5,2007,"WD","Normal",94750
"99","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",0,350,458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,"Typ","Po","Basment",1920,"Unf",1,366,"TA","Y",0,0,77,0,400,5,2010,"COD","Abnorml",83000
"100","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",0,381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ","Po","Attchd",2007,"RFn",0,0,"Ex","Y",352,0,0,0,400,1,2010,"WD","Normal",128950
"101","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",1977,"RFn",2,480,"TA","Y",168,68,0,0,0,2,2010,"WD","Normal",205000
"102","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",1985,"Fin",2,476,"TA","Y",192,46,0,0,0,6,2010,"WD","Normal",178000
"103","Inside","Gtl","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard","None",0,"TA","Fa","Slab","Fa","Gd","Mn","BLQ",0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ","Fa","Attchd",1979,"Unf",2,410,"TA","Y",0,0,0,0,0,6,2009,"WD","Alloca",118964
"104","Corner","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",2009,"RFn",3,740,"TA","Y",0,36,0,0,0,5,2010,"WD","Normal",198900
"105","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","TA","No","LwQ",0,816,1040,"GasA","Ex","Y","FuseF",1226,592,0,1818,0,0,1,1,4,1,"TA",7,"Typ","TA","Detchd",1951,"Unf",1,240,"TA","Y",0,0,0,0,0,6,2007,"WD","Normal",169500
"106","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,1053,1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"Typ","Gd","Attchd",2003,"RFn",2,648,"TA","Y",140,45,0,0,0,8,2008,"WD","Normal",250000
"107","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,641,641,"GasA","Gd","Y","SBrkr",1047,0,0,1047,0,0,1,0,2,1,"TA",6,"Typ","Po","Detchd",1954,"Unf",1,273,"Fa","N",0,0,0,0,450,8,2007,"WD","Normal",100000
"108","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",169,516,789,"GasA","Ex","Y","SBrkr",789,0,0,789,0,0,1,0,2,1,"TA",5,"Typ","Gd","Detchd",1948,"Unf",1,250,"TA","Y",0,0,0,0,0,4,2008,"WD","Partial",115000
"109","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,793,793,"GasW","TA","N","FuseF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,"Typ","Fa","Detchd",2009,"Unf",0,0,"Po","N",0,0,144,0,0,8,2007,"WD","Normal",115000
"110","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1977,1977,"Hip","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",0,1139,1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,0,0,2,0,3,1,"TA",7,"Typ","TA","Attchd",1977,"RFn",2,546,"TA","Y",0,122,0,0,0,1,2010,"COD","Normal",190000
"111","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",0,550,994,"GasA","Gd","Y","SBrkr",1216,639,0,1855,0,0,2,0,4,1,"TA",7,"Typ","Ex","Attchd",1954,"Unf",1,325,"TA","Y",182,0,0,0,0,10,2006,"WD","Normal",136900
"112","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",0,134,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,"Typ","TA","BuiltIn",2000,"Fin",2,400,"TA","Y",180,0,0,0,0,4,2010,"WD","Normal",180000
"113","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ",0,280,1264,"GasA","Ex","Y","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,"Ex",10,"Typ","Gd","BuiltIn",2007,"Fin",3,792,"TA","Y",120,184,0,0,0,10,2007,"New","Partial",383970
"114","Corner","Gtl","Crawfor","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",869,905,1809,"GasA","TA","Y","SBrkr",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,"Typ","Gd","Basment",1953,"Unf",2,450,"TA","Y",166,120,192,0,0,10,2007,"COD","Abnorml",217000
"115","Inside","Mod","Crawfor","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",150,104,1028,"GasA","Ex","Y","SBrkr",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,"Typ","TA","Detchd",1945,"Unf",1,180,"TA","Y",224,0,0,0,0,7,2007,"WD","Normal",259500
"116","Corner","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",1129,"TA","TA","PConc","Gd","TA","No","GLQ",0,310,729,"GasA","Gd","Y","SBrkr",729,729,0,1458,0,0,2,1,2,1,"TA",5,"Typ","Fa","Detchd",1999,"Unf",2,440,"TA","Y",0,32,0,0,0,6,2007,"WD","Normal",176000
"117","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",670,252,1092,"GasA","TA","Y","SBrkr",1092,0,0,1092,0,1,1,0,3,1,"TA",6,"Typ","Po","Attchd",1962,"Unf",1,288,"TA","Y",0,20,144,0,0,9,2009,"WD","Normal",139000
"118","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,1125,1125,"GasA","Gd","Y","SBrkr",1125,0,0,1125,0,0,1,1,2,1,"TA",5,"Typ","Po","Attchd",2007,"Unf",2,430,"TA","Y",80,64,0,0,0,4,2007,"New","Partial",155000
"119","Corner","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",0,203,1673,"GasA","Gd","Y","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,"Gd",11,"Typ","TA","Attchd",1990,"Unf",3,594,"TA","Y",367,0,0,0,0,5,2010,"WD","Normal",320000
"120","Inside","Gtl","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2005,"Fin",2,390,"TA","Y",0,24,0,0,0,7,2006,"New","Partial",163990
"121","CulDSac","Sev","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",0,0,938,"GasA","Ex","Y","SBrkr",988,0,0,988,1,0,1,0,1,1,"TA",4,"Typ","TA","Attchd",1969,"Unf",2,540,"TA","Y",0,130,0,130,0,10,2006,"WD","Normal",180000
"122","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,732,732,"GasA","Gd","Y","SBrkr",772,351,0,1123,0,0,1,0,3,1,"TA",4,"Typ","Po","Detchd",1979,"Unf",1,264,"TA","P",0,0,140,0,0,6,2007,"WD","Normal",100000
"123","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,7,1958,1958,"Hip","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",0,510,1080,"GasA","Gd","Y","SBrkr",1080,0,0,1080,0,0,1,0,3,1,"TA",5,"Typ","TA","Attchd",1958,"Unf",1,288,"TA","Y",0,0,0,0,0,6,2008,"WD","Normal",136000
"124","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,899,1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1993,"RFn",2,530,"TA","Y",0,63,0,0,0,3,2008,"WD","Normal",153900
"125","CulDSac","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1979,1998,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","Fa","No","Unf",0,1362,1362,"GasA","TA","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"TA",7,"Typ","TA","Attchd",1979,"Unf",2,435,"TA","Y",192,0,0,0,0,1,2009,"WD","Normal",181000
"126","Inside","Gtl","IDOTRR","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","Av","GLQ",0,30,520,"GasA","Gd","N","SBrkr",520,0,234,754,1,0,1,0,2,1,"TA",5,"Typ","Fa","Detchd",2009,"Unf",0,0,"Po","N",53,0,0,0,0,6,2006,"WD","Normal",84500
"127","Inside","Gtl","NPkVill","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",0,958,1078,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,"TA",5,"Typ","TA","Attchd",1977,"RFn",2,440,"TA","Y",0,205,0,0,0,2,2007,"WD","Normal",128000
"128","Inside","Gtl","OldTown","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","LwQ",0,556,672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,"Typ","TA","Attchd",2009,"Unf",0,0,"Po","N",0,0,0,0,0,6,2007,"WD","Normal",87000
"129","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1966,1966,"Gable","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",0,148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ","Fa","Attchd",1966,"RFn",2,453,"TA","Y",188,108,0,0,0,7,2006,"WD","Normal",155000
"130","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1958,1991,"Gable","Plywood","Plywood","BrkFace",85,"TA","TA","CBlock","TA","TA","No","Rec",28,413,1008,"GasA","TA","Y","FuseA",1053,0,0,1053,0,1,1,1,3,1,"Ex",6,"Typ","Po","2Types",1998,"RFn",2,750,"TA","Y",0,80,0,180,0,7,2006,"WD","Abnorml",150000
"131","Corner","Gtl","NAmes","Norm","1Fam","2Story",7,6,1966,1966,"Gable","MetalSd","MetalSd","BrkFace",309,"TA","TA","CBlock","TA","TA","No","Rec",0,479,924,"GasA","Ex","Y","SBrkr",1216,941,0,2157,0,0,2,1,4,1,"Gd",8,"Typ","Gd","Attchd",1966,"Fin",2,487,"TA","Y",105,66,0,0,0,5,2006,"WD","Normal",226000
"132","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","GLQ",0,297,992,"GasA","Ex","Y","SBrkr",1022,1032,0,2054,1,0,2,1,3,1,"Gd",7,"Typ","TA","BuiltIn",2000,"RFn",2,390,"TA","Y",24,48,0,0,0,7,2009,"WD","Normal",244000
